accident_date,發生日期,發生年度,發生月份,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
20230101,20230101,2023,1,140800,A1,雲林縣警察局,雲林縣崙背鄉五魁村雲11鄉道路燈桿225403號處,晴,日間自然光線,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,逆向行駛,死亡1;受傷0,1,機車,普通重型,男,44,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,NA,NA,駕駛人,逆向行駛,否,120.322165,23.774017
20230207,20230207,2023,2,193000,A1,屏東縣政府警察局,屏東縣麟洛鄉中山路36號附近,晴,夜間(或隧道、地下道、涵洞)有照明,省道,60,單路部分,直路,路段,機車專用道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡1;受傷1,1,機車,普通重型,男,42,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,NA,NA,駕駛人,未注意車前狀態,否,120.532587,22.644339
20230207,20230207,2023,2,193000,A1,屏東縣政府警察局,屏東縣麟洛鄉中山路36號附近,晴,夜間(或隧道、地下道、涵洞)有照明,省道,60,單路部分,直路,路段,機車專用道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡1;受傷1,2,慢車,腳踏自行車,男,59,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,其他,非汽(機)車,NA,NA,無(車輛駕駛人因素),尚未發現肇事因素,否,120.532587,22.644339
20230207,20230207,2023,2,210701,A1,苗栗縣警察局,苗栗縣苗栗市南勢里南勢20-11號,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,60,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,其他,不明原因肇事,死亡1;受傷0,1,小客車,自用,男,36,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),NA,NA,其他,不明原因肇事,否,120.793193,24.522753
20230207,20230207,2023,2,210701,A1,苗栗縣警察局,苗栗縣苗栗市南勢里南勢20-11號,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,60,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,其他,不明原因肇事,死亡1;受傷0,2,慢車,微型電動二輪車,男,68,未戴案全帽或未繫安全帶(未使用幼童安全椅),非駕駛人,車的狀態,向左變換車道,其他,非汽(機)車,NA,NA,其他,不明原因肇事,否,120.793193,24.522753
20230207,20230207,2023,2,212000,A1,臺南市政府警察局,臺南市安平區安平路154號前,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,直路,路段,機車優先道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),快慢車道分隔線,有,車與車,其他,駕駛人,未保持行車安全距離,死亡1;受傷1,1,機車,普通重型,男,60,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,NA,NA,駕駛人,未保持行車安全距離,否,120.182511,22.998345
20230207,20230207,2023,2,212000,A1,臺南市政府警察局,臺南市安平區安平路154號前,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,直路,路段,機車優先道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),快慢車道分隔線,有,車與車,其他,駕駛人,未保持行車安全距離,死亡1;受傷1,2,慢車,腳踏自行車,男,73,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,其他,不明,NA,NA,無(車輛駕駛人因素),尚未發現肇事因素,否,120.182511,22.998345
20230208,20230208,2023,2,052000,A1,花蓮縣警察局,花蓮縣花蓮市國興里國興里水源大橋北往南南側,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,30,單路部分,橋樑,其他,其他,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷0,1,人,行人,女,42,其他(無需使用保護裝備之人),非駕駛人,人的狀態,其他,其他,非汽(機)車,NA,NA,行人(或乘客),其他引起事故之疏失或行為,否,121.558418,24.001419
20230208,20230208,2023,2,052000,A1,花蓮縣警察局,花蓮縣花蓮市國興里國興里水源大橋北往南南側,雨,夜間(或隧道、地下道、涵洞)有照明,市區道路,30,單路部分,橋樑,其他,其他,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,人與汽(機)車,其他,行人(或乘客),其他引起事故之疏失或行為,死亡1;受傷0,2,小客車,計程車,男,38,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,NA,NA,駕駛人,未注意車前狀態,否,121.558418,24.001419
20230208,20230208,2023,2,052510,A1,國道公路警察局,桃園市桃園區國道2號 12公里600.0公尺處西側向路肩,晴,夜間(或隧道、地下道、涵洞)無照明,國道,100,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,駕駛人,未注意車前狀態,死亡1;受傷0,1,大貨車,營業用,男,26,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),NA,NA,駕駛人,未注意車前狀態,否,121.281744,24.988897
20230208,20230208,2023,2,052510,A1,國道公路警察局,桃園市桃園區國道2號 12公里600.0公尺處西側向路肩,晴,夜間(或隧道、地下道、涵洞)無照明,國道,100,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,駕駛人,未注意車前狀態,死亡1;受傷0,2,人,其他人,男,41,其他(無需使用保護裝備之人),非駕駛人,人的狀態,其他,其他,非汽(機)車,NA,NA,行人(或乘客),其他引起事故之疏失或行為,否,121.281744,24.988897
20230208,20230208,2023,2,052510,A1,國道公路警察局,桃園市桃園區國道2號 12公里600.0公尺處西側向路肩,晴,夜間(或隧道、地下道、涵洞)無照明,國道,100,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,駕駛人,未注意車前狀態,死亡1;受傷0,3,小貨車(含客、貨兩用),自用,男,41,不明,不明,人的狀態,不明,汽車,左側車身,汽車,右側車身,其他,其他引起事故之違規或不當行為,否,121.281744,24.988897
20230208,20230208,2023,2,140500,A1,雲林縣警察局,雲林縣西螺鎮振興里台1線與市場南路路口,晴,日間自然光線,省道,50,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,1,機車,普通重型,男,73,不明,不明,車的狀態,向前直行中,機車,右側車身,NA,NA,駕駛人,未依規定讓車,否,120.474371,23.782986
20230208,20230208,2023,2,140500,A1,雲林縣警察局,雲林縣西螺鎮振興里台1線與市場南路路口,晴,日間自然光線,省道,50,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,2,小客車,自用,男,63,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,左前車頭(身),NA,NA,駕駛人,左轉彎未依規定,否,120.474371,23.782986
20230208,20230208,2023,2,140500,A1,雲林縣警察局,雲林縣西螺鎮振興里台1線與市場南路路口,晴,日間自然光線,省道,50,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,3,人,乘客,女,61,戴安全帽或繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽(機)車,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.474371,23.782986
20230208,20230208,2023,2,142000,A1,雲林縣警察局,雲林縣斗六市雲林路二段302號,晴,日間自然光線,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,變換車道或方向不當,死亡1;受傷0,1,機車,普通重型,男,75,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向左變換車道,機車,左側車身,NA,NA,駕駛人,變換車道或方向不當,否,120.528539,23.701137
20230208,20230208,2023,2,142000,A1,雲林縣警察局,雲林縣斗六市雲林路二段302號,晴,日間自然光線,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,變換車道或方向不當,死亡1;受傷0,2,小貨車(含客、貨兩用),自用,男,34,不明,不明,車的狀態,向前直行中,汽車,右前車頭(身),NA,NA,駕駛人,未注意車前狀態,否,120.528539,23.701137
20230208,20230208,2023,2,161314,A1,嘉義縣警察局,嘉義縣義竹鄉龍蛟村172線7.6公里處,晴,日間自然光線,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,未依規定減速,死亡1;受傷1,1,機車,普通重型,男,30,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,機車,左側車身,駕駛人,未依規定減速,否,120.2249,23.355713
20230208,20230208,2023,2,161314,A1,嘉義縣警察局,嘉義縣義竹鄉龍蛟村172線7.6公里處,晴,日間自然光線,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,未依規定減速,死亡1;受傷1,2,機車,普通重型,男,86,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,機車,後車尾,機車,後車尾,駕駛人,未依規定讓車,否,120.2249,23.355713
20230208,20230208,2023,2,211227,A1,新竹市警察局,新竹市香山區中華路四段470號,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,60,交岔路,三岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛人,起步未注意其他車(人)安全,死亡1;受傷0,1,小客車,自用,男,55,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,起步,汽車,後車尾,汽車,後車尾,駕駛人,起步未注意其他車(人)安全,否,120.937744,24.791025
20230208,20230208,2023,2,211227,A1,新竹市警察局,新竹市香山區中華路四段470號,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,60,交岔路,三岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛人,起步未注意其他車(人)安全,死亡1;受傷0,2,機車,大型重型1(550C.C.以上),男,25,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,機車,前車頭,駕駛人,未注意車前狀態,否,120.937744,24.791025
20230209,20230209,2023,2,094820,A1,南投縣政府警察局,南投縣魚池鄉台21甲線 18公里300.0公尺處,晴,日間自然光線,省道,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,衝出路外,其他,不明原因肇事,死亡1;受傷0,1,慢車,腳踏自行車,男,52,未戴案全帽或未繫安全帶(未使用幼童安全椅),不明,車的狀態,右轉彎,其他,非汽(機)車,NA,NA,其他,不明原因肇事,否,120.908844,23.829838
20230209,20230209,2023,2,094820,A1,南投縣政府警察局,南投縣魚池鄉台21甲線 18公里300.0公尺處,晴,日間自然光線,省道,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,衝出路外,其他,不明原因肇事,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.908844,23.829838
20230209,20230209,2023,2,122500,A1,桃園市政府警察局,桃園市大園區中山南路一段往大園方向6k處(燈桿:新生幹294)),晴,日間自然光線,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞護欄(樁),駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,男,19,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,機車,前車頭,駕駛人,未注意車前狀態,否,121.212665,25.041365
20230209,20230209,2023,2,122500,A1,桃園市政府警察局,桃園市大園區中山南路一段往大園方向6k處(燈桿:新生幹294)),晴,日間自然光線,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞護欄(樁),駕駛人,未注意車前狀態,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.212665,25.041365
20230210,20230210,2023,2,041500,A1,臺北市政府警察局,臺北市北投區石牌路2段106號前0.0公尺,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,其他,其他,行人穿越道,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,人與汽(機)車,穿越道路中,駕駛人,搶越行人穿越道,死亡1;受傷0,1,小客車,自用,男,77,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),汽車,右前車頭(身),駕駛人,搶越行人穿越道,否,121.516857,25.117685
20230210,20230210,2023,2,041500,A1,臺北市政府警察局,臺北市北投區石牌路2段106號前0.0公尺,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,其他,其他,行人穿越道,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,人與汽(機)車,穿越道路中,駕駛人,搶越行人穿越道,死亡1;受傷0,2,人,行人,男,70,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽(機)車,其他,非汽(機)車,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.516857,25.117685
20230210,20230210,2023,2,043900,A1,臺南市政府警察局,臺南市麻豆區南勢里南勢1之1號前路口 (176線21.9公里與南61線),晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷0,1,機車,普通重型,女,43,不明,未使用,車的狀態,向前直行中,機車,前車頭,NA,NA,駕駛人,違反號誌管制或指揮,否,120.261953,23.191675
20230210,20230210,2023,2,043900,A1,臺南市政府警察局,臺南市麻豆區南勢里南勢1之1號前路口 (176線21.9公里與南61線),晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷0,2,小客車,自用,男,35,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),汽車,右側車身,駕駛人,超速失控,否,120.261953,23.191675
20230210,20230210,2023,2,055500,A1,高雄市政府警察局,高雄市小港區高鳳路 / 高雄市小港區孔鳳路,晴,夜間(或隧道、地下道、涵洞)無照明,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷1,1,其他車,動力機械,男,59,其他(無需使用保護裝備之人),未使用,車的狀態,等待(引擎未熄火),汽車,左前車頭(身),汽車,左前車頭(身),駕駛人,未依規定讓車,否,120.365576,22.57813
20230210,20230210,2023,2,055500,A1,高雄市政府警察局,高雄市小港區高鳳路 / 高雄市小港區孔鳳路,晴,夜間(或隧道、地下道、涵洞)無照明,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷1,2,機車,普通重型,男,63,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,右側車身,機車,右側車身,駕駛人,未依規定減速,否,120.365576,22.57813
20230210,20230210,2023,2,055500,A1,高雄市政府警察局,高雄市小港區高鳳路 / 高雄市小港區孔鳳路,晴,夜間(或隧道、地下道、涵洞)無照明,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷1,3,機車,普通重型,男,70,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,機車,前車頭,駕駛人,未注意車前狀態,否,120.365576,22.57813
20230210,20230210,2023,2,064600,A1,高雄市政府警察局,高雄市燕巢區中興北路72-12號前0.0公尺,晴,日間自然光線,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,穿越道路中,駕駛人,未注意車前狀態,死亡1;受傷2,1,機車,普通重型,男,18,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,機車,前車頭,駕駛人,未注意車前狀態,否,120.361,22.795
20230210,20230210,2023,2,064600,A1,高雄市政府警察局,高雄市燕巢區中興北路72-12號前0.0公尺,晴,日間自然光線,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,穿越道路中,駕駛人,未注意車前狀態,死亡1;受傷2,2,人,行人,女,87,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽(機)車,其他,非汽(機)車,行人(或乘客),未依規定行走行人穿越道、地下道、天橋而穿越道路,否,120.361,22.795
20230210,20230210,2023,2,064600,A1,高雄市政府警察局,高雄市燕巢區中興北路72-12號前0.0公尺,晴,日間自然光線,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,穿越道路中,駕駛人,未注意車前狀態,死亡1;受傷2,3,人,乘客,男,18,戴安全帽或繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽(機)車,其他,非汽(機)車,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.361,22.795
20230210,20230210,2023,2,113000,A1,臺南市政府警察局,臺南市永康區中華路口 / 臺南市永康區大橋二街口,晴,日間自然光線,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未注意車前狀態,死亡1;受傷0,1,大貨車,自用,男,29,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,汽車,前車頭,NA,NA,駕駛人,未注意車前狀態,否,120.226738,23.018261
20230210,20230210,2023,2,113000,A1,臺南市政府警察局,臺南市永康區中華路口 / 臺南市永康區大橋二街口,晴,日間自然光線,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未注意車前狀態,死亡1;受傷0,2,慢車,腳踏自行車,男,71,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,其他,非汽(機)車,NA,NA,其他,不明原因肇事,否,120.226738,23.018261
20230210,20230210,2023,2,120800,A1,臺北市政府警察局,臺北市大同區民權西路 / 臺北市大同區大龍街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,女,27,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向前直行中,機車,右側車身,機車,右側車身,駕駛人,未注意車前狀態,否,121.515977,25.063
20230210,20230210,2023,2,120800,A1,臺北市政府警察局,臺北市大同區民權西路 / 臺北市大同區大龍街,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛人,未注意車前狀態,死亡1;受傷0,2,曳引車,營業用,男,61,不明,不明,車的狀態,向前直行中,其他,不明,其他,不明,無(車輛駕駛人因素),尚未發現肇事因素,否,121.515977,25.063
20230210,20230210,2023,2,143400,A1,嘉義縣警察局,嘉義縣太保市後潭里167線14.1公里處路口,晴,日間自然光線,縣道,60,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡2;受傷2,1,小貨車(含客、貨兩用),自用,男,36,不明,不明,車的狀態,向前直行中,汽車,前車頭,NA,NA,駕駛人,未注意車前狀態,否,120.338761,23.446567
20230210,20230210,2023,2,143400,A1,嘉義縣警察局,嘉義縣太保市後潭里167線14.1公里處路口,晴,日間自然光線,縣道,60,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡2;受傷2,2,慢車,電動輔助自行車,女,11,未戴案全帽或未繫安全帶(未使用幼童安全椅),不明,車的狀態,向前直行中,其他,非汽(機)車,NA,NA,無(車輛駕駛人因素),尚未發現肇事因素,否,120.338761,23.446567
20230210,20230210,2023,2,143400,A1,嘉義縣警察局,嘉義縣太保市後潭里167線14.1公里處路口,晴,日間自然光線,縣道,60,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡2;受傷2,3,人,乘客,男,28,不明,非駕駛人,人的狀態,其他,其他,非汽(機)車,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.338761,23.446567
20230210,20230210,2023,2,143400,A1,嘉義縣警察局,嘉義縣太保市後潭里167線14.1公里處路口,晴,日間自然光線,縣道,60,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡2;受傷2,4,人,乘客,女,11,未戴案全帽或未繫安全帶(未使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽(機)車,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.338761,23.446567
